"","x"
"AT1G06330",0.00448731319797307
"AT1G06340",0.000138557980005639
"AT1G06350",0.0813250674223754
"AT1G06360",3.70432621594553e-06
"AT1G06380",0.000403126529046356
"AT1G06390",0.00221532462411961
"AT1G06400",3.88685616632157e-05
"AT1G06410",6.73065265296632e-08
"AT1G06420",0.097709795789833
"AT1G06430",1.59192808752424e-06
"AT1G06440",0.0362580994552907
"AT1G06450",0.00618628247239949
"AT1G06460",1.01991816114468e-06
"AT1G06470",0.0039052807608876
"AT1G06475",0.00106868555279008
"AT1G06490",6.50355716029082e-07
"AT1G06500",0.19916326473008
"AT1G06515",0.00494729555650807
"AT1G06510",9.71068998783813e-05
"AT1G06520",0.0341798759109647
"AT1G06530",1.38485698347513e-09
"AT1G06540",0.0465506750235498
"AT1G06550",0.0913932561441738
"AT1G06560",0.000712584824973651
"AT1G06570",0.137848560034248
"AT1G06580",0.0887410802901752
"AT1G06590",0.0026262296558587
"AT1G06620",0.00432693728826429
"AT1G06630",0.048814680550194
"AT1G06640",3.39721451835573e-05
"AT1G06645",2.43447250866298e-05
"AT1G06650",0.000152921026204286
"AT1G06660",0.0343852586126674
"AT1G06670",0.000146809415145135
"AT1G06680",6.32850290415151e-05
"AT1G06690",1.48307741646478e-06
"AT1G06700",0.0409448892944785
"AT1G06710",0.0389095402861551
"AT1G06720",0.000405130963893143
"AT1G06730",8.92364703170276e-06
"AT1G06740",0.0446596954621553
"AT1G06750",0.0291512076714139
"AT1G06760",0.00202170730126642
"AT1G06770",0.0109895393226502
"AT1G06780",0.0878178524527324
"AT1G06790",0.00164039628578912
"AT1G06800",1.65201261127009e-08
"AT1G06810",2.36840486761312e-07
"AT1G06820",1.27449394763106e-09
"AT1G06830",0.126412161074911
"AT1G06840",0.000203184644103557
"AT1G06850",0
"AT1G06870",0.0115499820869456
"AT1G06890",0.003804164594726
"AT1G06900",3.90171984597951e-05
"AT1G06910",0.00149228355290802
"AT1G06920",0.567400703179174
"AT1G06923",0.0103051802582976
"AT1G06925",0.0357802400615915
"AT1G06930",0.0196452889200259
"AT1G06950",6.89130635893833e-10
"AT1G06960",0.07600712366707
"AT1G06970",0.00060787867060421
"AT1G06980",5.56619278303659e-05
"AT1G06990",7.57380904062452e-08
"AT1G07000",5.09994223964366e-12
"AT1G07010",0.00599699148832302
"AT1G07020",0.0406923774581898
"AT1G07025",0.000117045917824062
"AT1G07030",0.000140692631139054
"AT1G07040",0.000493250181251001
"AT1G07050",6.61418685669786e-07
"AT1G07060",5.34985202053183e-05
"AT1G07070",0.00298030445770923
"AT1G07080",1.34137950597583e-13
