"","aerial","carpel","dark","flower","leaf","light","pollen","RAM","receptacle","root","SAM"
"AT2G32900",9.19714285714286,8.67,10.3042857142857,6.99,15.375,15.7868888888889,13.765,19.9766666666667,13.0711111111111,12.4414285714286,14.035
"AT2G20960",36.81,45.665,28.8757142857143,19.03,32.9504166666667,34.1948888888889,49.095,41.0166666666667,41.1022222222222,39.4585714285714,44.3925
"AT3G21630",15.9542857142857,13.63,14.0257142857143,11.3466666666667,22.3729166666667,22.1491111111111,17.365,27.79,24.0955555555556,21.8985714285714,18.4025
"AT2G37030",0.798571428571428,1.305,5.87285714285714,0.653333333333333,2.09125,1.19555555555556,9.505,12.47,3.18444444444444,1.25857142857143,1.3675
"AT1G48540",8.80571428571429,13.195,6.69285714285714,4.99333333333333,10.8679166666667,12.0191111111111,9.44,10.5066666666667,14.8166666666667,15.7,19.445
"AT1G63090",24.4328571428571,30.68,9.82857142857143,6.81,24.3733333333333,24.5653333333333,14.125,15.1466666666667,27.3433333333333,18.9542857142857,17.95
"AT1G09950",7.90285714285714,10.82,0.381428571428571,0.236666666666667,2.78666666666667,2.65577777777778,0.725,0.623333333333333,1.97,0.497142857142857,0.5375
"AT4G35240",8.40571428571429,8.02,8.32428571428571,4.63,9.62583333333333,11.038,15.535,10.2966666666667,8.87444444444444,8.74714285714286,9.8075
"AT5G11850",12.5971428571429,8.775,11.4657142857143,8.64,17.3683333333333,16.2762222222222,16.12,21.7333333333333,15.6844444444444,15.26,16.0475
"AT4G32660",19.9928571428571,18.99,18.0271428571429,11.8933333333333,27.7033333333333,27.574,25.475,32.19,25.3477777777778,23.8314285714286,27.225
"AT2G36720",10.4885714285714,10.7,12.7714285714286,7.58333333333333,15.4775,15.514,19.095,22.3333333333333,14.6377777777778,13.7242857142857,14.9475
"AT5G07820",5.59857142857143,4.82,6.23714285714286,2.89,11.03,7.39111111111111,10.005,15.2633333333333,9.33,9.35857142857143,9.565
"AT3G16712",11.1871428571429,20.78,9.20428571428571,5.48666666666667,14.1908333333333,14.6466666666667,11.525,17.5866666666667,9.90888888888889,7.70428571428571,8.44
"AT3G17860",13.9871428571429,13.6,13.2171428571429,5.59,24.4058333333333,28.5695555555556,22.86,24.2133333333333,22.3188888888889,16.6142857142857,17.75
"AT2G44710",14.8285714285714,12.745,15.6571428571429,12.16,21.1733333333333,20.0551111111111,20.705,25.21,15.9422222222222,15.0042857142857,15.255
"AT4G25210",35.7714285714286,38.14,31.4285714285714,23.8266666666667,53.91125,49.2413333333333,41.24,50.5566666666667,41.6855555555556,35.4985714285714,37.07
"AT2G20190",14.6685714285714,13.33,17.7385714285714,12.3166666666667,24.4275,25.0788888888889,25.33,29.62,22.7333333333333,21.09,21.8525
"AT1G05100",0.895714285714286,1.055,0.312857142857143,0.216666666666667,1.8575,5.77066666666667,0.545,0.83,1.05333333333333,1.22428571428571,1.41
"AT1G21840",3.58857142857143,4.33,6.75428571428571,2.97666666666667,6.36916666666667,6.46266666666667,10.21,13.5933333333333,6.95111111111111,5.78142857142857,6.6375
"AT1G04500",0.0685714285714286,0.195,0.0785714285714286,0,0.697916666666667,1.48933333333333,0.2,0.153333333333333,0.106666666666667,0.115714285714286,0.125
"AT5G11090",15.4657142857143,8.545,21.8342857142857,5.00333333333333,13.0179166666667,18.3226666666667,43.45,40.5733333333333,11.1677777777778,7.04142857142857,9.0575
"AT3G21320",0.124285714285714,0.325,0.114285714285714,0.03,0.617916666666667,1.65822222222222,0.21,0.23,0.241111111111111,0.128571428571429,0.105
"AT3G55030",11.7071428571429,11.03,12.4442857142857,9.74333333333333,18.1345833333333,19.5811111111111,15.59,23.24,16.3255555555556,15.63,16.435
"AT1G04240",32.8685714285714,52.205,24.5314285714286,16.44,29.9858333333333,25.6202222222222,31.36,41.6233333333333,45.6311111111111,41.2542857142857,49.1925
"AT3G13320",15.7428571428571,12.235,13.0042857142857,9.21333333333333,23.5529166666667,22.1591111111111,17.695,27.09,20.2033333333333,18.9471428571429,18.5725
"AT4G12780",19.95,14.43,17.7471428571429,12.4433333333333,22.81,22.664,29.64,26.5166666666667,19.6033333333333,19.1657142857143,19.5975
"AT1G06030",0.125714285714286,0.065,0.0457142857142857,0,0.325,0.331777777777778,0.105,0.34,0.176666666666667,0.211428571428571,0.1725
"AT5G37540",13.3985714285714,8.615,9.75714285714286,4.57,18.49625,17.3031111111111,14.145,22,11.8333333333333,10.0528571428571,9.91
"AT4G13200",33.0214285714286,47.03,36.21,29.62,50.52,53.4075555555556,43.625,55.8333333333333,71.2411111111111,68.3442857142857,60.8475
"AT3G45443",5.65,8.035,6.8,2.58333333333333,9.12083333333333,9.038,10.3,15.2066666666667,9.67222222222222,8.67428571428571,10.1875
"AT2G24280",10.5728571428571,11.79,19.0585714285714,9.98666666666667,15.4358333333333,17.0473333333333,27.67,30.5866666666667,21.1588888888889,17.4657142857143,17.4725
"AT1G61690",8.67571428571429,7.79,10.3671428571429,5.65,14.70375,15.1517777777778,16.515,20.35,12.7311111111111,12.0328571428571,13.3275
"AT1G18390",10.4585714285714,6.53,6.69571428571429,4.10666666666667,9.85458333333333,7.64222222222222,10.515,16.2466666666667,11.1333333333333,10.7785714285714,11.235
"AT1G70440",0.788571428571429,0.725,0.261428571428571,0.216666666666667,7.51041666666667,4.34444444444444,0.36,1.68333333333333,1.03333333333333,1.26285714285714,1.115
"AT4G19510",8.56857142857143,12.915,12.6842857142857,4.94,11.8779166666667,13.2855555555556,20.635,23.61,15.5888888888889,11.3842857142857,11.4675
"AT1G79670",11.7885714285714,11.325,9.55571428571429,7.1,14.6491666666667,15.0326666666667,12.83,20.3366666666667,15.6355555555556,14.9271428571429,14.4825
"AT5G02250",9.34714285714286,9.76,15.7271428571429,9.2,13.3004166666667,14.3753333333333,22.795,25.79,17.0844444444444,14.8442857142857,17.53
"AT5G04460",9.52285714285714,7.335,9.42571428571429,6.01,14.3341666666667,13.6404444444444,14.185,18.8466666666667,11.5611111111111,11.4628571428571,11.8125
"AT3G14050",22.91,32.085,16.9528571428571,7.66,24.7479166666667,41.3277777777778,25.615,38.3766666666667,30.8688888888889,26.0257142857143,29.1075
"AT5G16360",21.4571428571429,8.405,12.2228571428571,2.14666666666667,19.7116666666667,16.0004444444444,18.565,29.74,20.7444444444444,20.6642857142857,32.6775
"AT1G61180",5.21714285714286,5.875,8.67142857142857,3.63,11.0729166666667,11.1513333333333,12.765,17.84,11.9277777777778,10.9857142857143,13.6825
"AT1G32150",8.38857142857143,8.785,9.63571428571429,5.53333333333333,13.3566666666667,11.7668888888889,13.365,17.99,12.2633333333333,10.3757142857143,11.145
"AT5G07840",11.1242857142857,12.095,12.1628571428571,10.3866666666667,12.86375,13.4971111111111,14.45,20.08,15.6811111111111,13.9628571428571,15.1875
"AT1G70520",13.77,15.63,8.06142857142857,6.50666666666667,18.2633333333333,19.9135555555556,12.015,12.55,25.7277777777778,22.3342857142857,19.205
"AT2G44900",5.51142857142857,6.57,8.82571428571429,4.46333333333333,9.60125,10.0915555555556,13.22,16.7666666666667,10.6455555555556,8.59285714285714,9.5175
"AT3G17440",26.5385714285714,23.615,29.21,16.4233333333333,45.8704166666667,38.9684444444444,41.105,54.5533333333333,44.8144444444444,41.5128571428571,51.5675
"AT1G76700",16.23,13.56,18.4985714285714,7.09666666666667,20.6658333333333,20.0844444444444,31.88,34.8566666666667,26.3977777777778,18.0942857142857,20.9075
"AT1G61820",20.9657142857143,3.905,15.1771428571429,2.69,26.8320833333333,22.8295555555556,26.415,37.61,25.4633333333333,26.3057142857143,40.5575
"AT5G15870",9.53857142857143,7.95,15.4328571428571,5.39666666666667,21.0975,17.3675555555556,26.975,29.95,15.0277777777778,12.5885714285714,11.155
"AT2G42390",16.2128571428571,16.97,15.2614285714286,11.2133333333333,24.17,23.6731111111111,20.6,32.3166666666667,27.8633333333333,27.9985714285714,27.1025
"AT5G01980",9.99,9.545,10.6514285714286,7.89666666666667,13.9820833333333,15.352,13.62,19.6566666666667,14.2933333333333,12.8328571428571,12.91
"AT4G25380",1.25285714285714,0.775,0.751428571428571,0.506666666666667,6.95125,3.89111111111111,0.93,1.37,0.671111111111111,0.635714285714286,0.8475
"AT2G05185",2.53142857142857,3.2,5.25285714285714,1.55,5.21041666666667,5.734,9.295,12.71,5.23,4.58,5.7375
"AT5G27950",15.8114285714286,20.425,8.45714285714286,6.99666666666667,19.4454166666667,26.2882222222222,10.755,14.4133333333333,19.0655555555556,19.3957142857143,22.745
"AT1G32860",9.00142857142857,6.22,6.80571428571429,4.16333333333333,9.1425,11.3344444444444,14.9,4.74333333333333,5.45555555555556,5.87714285714286,6.7525
"AT2G31490",175.892857142857,121.56,148.61,121.4,226.620416666667,193.794888888889,229.59,175.39,168.193333333333,183.661428571429,178.1425
"AT1G01360",11.78,8.05,11.08,5.17,18.00125,19.5831111111111,17.945,23.4033333333333,16.1422222222222,14.57,13.745
"AT3G45630",9.28857142857143,9.755,11.8828571428571,7.21666666666667,15.0875,15.6757777777778,17.24,21.41,15.1222222222222,14.1757142857143,15.7625
"AT5G07270",15.4857142857143,10.87,13.7885714285714,9.36,21.8516666666667,20.9017777777778,21.065,26.0766666666667,18.3744444444444,17.96,18.735
