"","x"
"AT1G07070",0.000513042047286182
"AT1G07080",1.01254383988095e-15
"AT1G07090",1.28174723312484e-09
"AT1G07110",8.9242238901891e-12
"AT1G07119",0
"AT1G07120",0.00108502606373716
"AT1G07128",0
"AT1G07130",1.66925092972135e-08
"AT1G07135",6.82272922425531e-06
"AT1G07140",2.48952137301984e-05
"AT1G07150",6.1294115632246e-08
"AT1G07160",0.00286164683153961
"AT1G07170",0.00597662619106999
"AT1G07175",0.014894640967965
"AT1G07180",4.87672309457511e-07
"AT1G07190",0.337204156504793
"AT1G07200",2.0760109204733e-05
"AT1G07210",0.0409157143875731
"AT1G07220",0.119282402141524
"AT1G07230",0.000175302926929231
"AT1G07240",2.69830476813827e-08
"AT1G07250",7.63404389267566e-07
"AT1G07260",0.000916549302781325
"AT1G07270",8.88939461772247e-08
"AT1G07280",4.61912856479049e-14
"AT1G07290",0.0216297206226279
"AT1G07300",0.0477444278177017
"AT1G07310",2.71272096231928e-06
"AT1G07320",0.00193318719150024
"AT1G07330",0.190870022483307
"AT1G07340",8.12366815794865e-11
"AT1G07350",3.28526115551471e-06
"AT1G07360",6.50804840139296e-06
"AT1G07370",8.92785837918319e-08
"AT1G07380",0.000270635000091823
"AT1G07390",0.00118746965905269
"AT1G07400",0.901210767379804
"AT1G07410",0.0859248751438491
"AT1G07420",0.00094838265666369
"AT1G07430",1.87832135478154e-06
"AT1G07440",0.00194567706441199
"AT1G07450",0.00325610135152491
"AT1G07460",0.31935367567245
"AT1G07470",0.000945670754965682
"AT1G07473",2.97070719347422e-12
"AT1G07476",0.000940940419504372
"AT1G07480",0.000711386952238905
"AT1G07490",0.00593020390391852
"AT1G07485",0.000169258008519527
"AT1G07500",0.193560293969508
"AT1G07510",1.04354086890207e-05
"AT1G07520",4.85577956851834e-07
"AT1G07530",0.00826143629174634
"AT1G07540",0.0703999796895803
"AT1G07550",0.000209241600609132
"AT1G07560",0.000287018380661575
"AT1G07570",1.08442585772408e-05
"AT1G07590",0.00851786037415091
"AT1G07600",0.0679283406190104
"AT1G07610",0.258522800770188
"AT1G07615",1.80191989019501e-05
"AT1G07620",1.73836958382488e-06
"AT1G07630",5.96980783734875e-05
"AT1G07640",7.73680444400683e-09
"AT1G07650",5.05794253389618e-08
"AT1G07645",6.80181626838361e-07
"AT1G07660",0.367807161990873
"AT1G07670",0.129363618873748
"AT1G07680",7.43766328367941e-06
"AT1G07690",0.000154776158730479
"AT1G07700",0.00220552510261158
"AT1G07705",0.0611386448826911
"AT1G07702",0
"AT1G07710",0.00504654518873137
"AT1G07720",2.10134246077206e-06
"AT1G07725",5.74352842872895e-07
"AT1G07728",0
"AT1G07740",0.0515570474857427
"AT1G07730",0.128970978923373
"AT1G07745",1.05310318551465e-05
"AT1G07747",0.305648067161404
"AT1G07750",0.00101639642157009
"AT1G07770",0.00494760167020725
"AT1G07790",0.0691418014192536
"AT1G07795",1.59889811215327e-05
"AT1G07800",0
"AT1G07810",0.0407670738899396
"AT1G07820",0.0698469290473164
"AT1G07830",7.54468925500137e-05
"AT1G07840",3.28180218958591e-06
"AT1G07850",0.09883824939218
"AT1G07870",0.153316698582194
"AT1G07860",0.0308244278919568
"AT1G07880",0.00904825554575326
"AT1G07885",0.000447869494062968
"AT1G07890",0.00285326395150391
"AT1G07900",0.00366218807148045
"AT1G07901",6.67160595224355e-07
"AT1G07910",1.51630512115946e-08
"AT1G07920",0.0016896978030049
"AT1G07930",0.00359088603401703
"AT1G07940",0.000108994591257531
"AT1G07950",0.00191845536942056
"AT1G07960",0.00222765808354624
"AT1G07970",0.000177235430216642
"AT1G07980",0.0160562457603188
"AT1G07985",0.206241974501504
"AT1G07990",3.10210626993578e-06
"AT1G08000",0.00158133201277063
"AT1G08005",0.000636780760171854
"AT1G08010",0
"AT1G08030",0.000408864728296688
"AT1G08032",0
"AT1G08035",0.000140764370912589
"AT1G08040",0.0028167327685099
"AT1G08050",2.40275403604559e-07
"AT1G08060",1.86633275132691e-05
"AT1G08065",0.0631561277321998
"AT1G08070",0.00380497938216907
"AT1G08080",2.6865054242419e-11
"AT1G08090",0.141683133475844
"AT1G08100",0.189712404938027
"AT1G08110",0.00110041814064527
"AT1G08115",0
"AT1G08120",0.000466555368924847
"AT1G08125",0.0109172133361862
"AT1G08130",3.45959711095771e-11
"AT1G08135",0.00495138217457026
"AT1G08140",0.0062671275437713
"AT1G08150",0.00148177061554184
"AT1G08160",0.0211821179426074
"AT1G08165",2.63512605682079e-11
"AT1G08170",9.10596117592114e-06
"AT1G08180",1.46038603076532e-06
"AT1G08190",8.24215989542371e-11
"AT1G08200",2.37212608285811e-06
"AT1G08210",3.32747249585421e-09
"AT1G08220",0.000103006218769673
"AT1G08230",3.25125398097549e-09
"AT1G08250",4.18124674897901e-11
"AT1G08260",1.0273545766818e-08
"AT1G08270",7.94593718018139e-05
"AT1G08280",9.02093253883805e-05
"AT1G08290",4.02677019571607e-05
"AT1G08300",1.08789899498264e-07
"AT1G08310",0.00111705666187208
"AT1G08315",8.73139652727673e-09
"AT1G08320",0
"AT1G08340",2.12332353794032e-05
"AT1G08350",0.0010121297800988
